,Date,Open,High,Low,Close,Adj Close,Volume
624,2009-11-11,131.080002,131.309998,128.330002,129.91000400000001,129.91000400000001,7434200
625,2009-11-12,129.979996,132.149994,129.979996,130.529999,130.529999,7210100
626,2009-11-13,131.16000400000001,132.990005,129.75,132.970001,132.970001,7376800
627,2009-11-16,132.119995,134.559998,130.979996,131.58999599999999,131.58999599999999,9018300
628,2009-11-17,131.399994,131.850006,129.320007,131.25,131.25,7748000
629,2009-11-18,130.899994,131.41000400000001,129.529999,131.28999299999998,131.28999299999998,5213500
630,2009-11-19,130.53999299999998,130.53999299999998,128.479996,128.990005,128.990005,5998200
631,2009-11-20,127.760002,129.990005,127.410004,129.66000400000001,129.66000400000001,6652600
632,2009-11-23,131.050003,133.0,131.0,133.0,133.0,6878100
633,2009-11-24,133.570007,134.330002,132.220001,132.940002,132.940002,7319700
634,2009-11-25,133.309998,134.199997,132.399994,134.029999,134.029999,5071200
635,2009-11-27,130.300003,133.0,129.880005,131.740005,131.740005,4422600
636,2009-11-30,132.190002,136.080002,132.16000400000001,135.91000400000001,135.91000400000001,10119500
637,2009-12-01,136.940002,139.350006,135.75,138.5,138.5,9657600
638,2009-12-02,139.149994,142.669998,138.96000700000002,142.25,142.25,11798000
639,2009-12-03,143.619995,145.91000400000001,140.770004,141.169998,141.169998,16523500
640,2009-12-04,143.419998,143.449997,135.110001,137.580002,137.580002,14827400
641,2009-12-07,138.0,139.0,133.83999599999999,134.21000700000002,134.21000700000002,7837000
642,2009-12-08,134.300003,136.080002,132.869995,134.110001,134.110001,8002800
643,2009-12-09,134.600006,134.71000700000002,129.820007,131.309998,131.309998,12632900
644,2009-12-10,132.41000400000001,136.190002,132.399994,135.380005,135.380005,11343600
645,2009-12-11,136.070007,136.28999299999998,133.199997,134.149994,134.149994,8046700
646,2009-12-14,132.5,132.610001,129.350006,131.380005,131.380005,10022900
647,2009-12-15,130.759995,132.46000700000002,129.58999599999999,130.229996,130.229996,7428800
648,2009-12-16,130.929993,131.449997,127.650002,128.360001,128.360001,10261300
649,2009-12-17,129.360001,130.080002,126.900002,126.910004,126.910004,8476500
650,2009-12-18,127.910004,128.78999299999998,125.650002,128.479996,128.479996,9605400
651,2009-12-21,130.479996,133.199997,130.190002,132.78999299999998,132.78999299999998,9473600
652,2009-12-22,133.759995,135.990005,132.649994,133.75,133.75,8257500
653,2009-12-23,134.800003,139.050003,134.350006,138.940002,138.940002,9546100
654,2009-12-24,139.199997,139.699997,137.53999299999998,138.470001,138.470001,5128800
655,2009-12-28,139.75,141.979996,138.529999,139.309998,139.309998,8763900
656,2009-12-29,141.28999299999998,142.580002,138.550003,139.41000400000001,139.41000400000001,8400600
657,2009-12-30,138.399994,138.399994,135.279999,136.490005,136.490005,6913200
658,2009-12-31,137.08999599999999,137.279999,134.520004,134.520004,134.520004,4523000
659,2010-01-04,136.25,136.610001,133.139999,133.899994,133.899994,7599900
660,2010-01-05,133.429993,135.479996,131.809998,134.690002,134.690002,8851900
661,2010-01-06,134.600006,134.729996,131.649994,132.25,132.25,7178800
662,2010-01-07,132.009995,132.320007,128.800003,130.0,130.0,11030200
663,2010-01-08,130.559998,133.679993,129.029999,133.520004,133.520004,9830500
664,2010-01-11,132.619995,132.800003,129.21000700000002,130.309998,130.309998,8779400
665,2010-01-12,128.990005,129.820007,126.550003,127.349998,127.349998,9096300
666,2010-01-13,127.900002,129.71000700000002,125.75,129.110001,129.110001,10723200
667,2010-01-14,129.139999,130.380005,126.400002,127.349998,127.349998,9774900
668,2010-01-15,129.179993,129.649994,127.059998,127.139999,127.139999,15376500
669,2010-01-19,126.309998,128.0,124.33000200000001,127.610001,127.610001,8892600
670,2010-01-20,127.129997,129.199997,125.08000200000001,125.779999,125.779999,9074700
671,2010-01-21,127.260002,128.149994,125.0,126.620003,126.620003,9970600
672,2010-01-22,125.599998,127.66999799999999,120.760002,121.43,121.43,11568900
673,2010-01-25,122.099998,122.279999,118.120003,120.309998,120.309998,12023900
674,2010-01-26,120.559998,122.980003,119.059998,119.480003,119.480003,9559000
675,2010-01-27,121.029999,123.33000200000001,118.800003,122.75,122.75,14765300
676,2010-01-28,124.43,127.199997,122.800003,126.029999,126.029999,27293100
677,2010-01-29,129.770004,131.850006,124.139999,125.410004,125.410004,29471300
678,2010-02-01,123.18,124.860001,113.82,118.870003,118.870003,37774400
679,2010-02-02,118.790001,118.980003,114.400002,118.120003,118.120003,23079700
680,2010-02-03,117.120003,119.610001,116.559998,119.099998,119.099998,12405900
681,2010-02-04,118.639999,120.33000200000001,115.739998,115.940002,115.940002,12784000
682,2010-02-05,115.879997,117.650002,114.099998,117.389999,117.389999,11024800
683,2010-02-08,119.379997,121.0,116.559998,116.83000200000001,116.83000200000001,9890200
684,2010-02-09,118.199997,119.089996,117.0,118.029999,118.029999,9223000
685,2010-02-10,118.0,118.610001,116.0,117.360001,117.360001,6233200
686,2010-02-11,117.209999,120.41999799999999,116.5,120.089996,120.089996,8343500
687,2010-02-12,118.989998,119.940002,117.5,119.660004,119.660004,8073500
688,2010-02-16,120.059998,120.5,117.18,117.529999,117.529999,8932700
689,2010-02-17,117.07,117.129997,115.550003,116.309998,116.309998,8944800
690,2010-02-18,115.839996,118.510002,114.82,118.08000200000001,118.08000200000001,9800100
691,2010-02-19,117.910004,119.089996,117.0,117.519997,117.519997,7115600
692,2010-02-22,117.370003,118.970001,116.18,118.010002,118.010002,6807300
693,2010-02-23,118.010002,119.25,116.510002,117.239998,117.239998,7068200
694,2010-02-24,117.959999,119.800003,117.150002,119.720001,119.720001,7389900
695,2010-02-25,118.16999799999999,118.339996,115.849998,118.199997,118.199997,9533400
696,2010-02-26,117.879997,119.43,117.0,118.400002,118.400002,5721600
697,2010-03-01,118.699997,124.660004,117.529999,124.540001,124.540001,13296500
698,2010-03-02,125.010002,127.349998,124.800003,125.529999,125.529999,12097500
699,2010-03-03,125.400002,126.940002,124.43,125.889999,125.889999,6440400
700,2010-03-04,125.980003,128.850006,125.57,128.529999,128.529999,7509700
701,2010-03-05,129.130005,129.449997,127.07,128.91000400000001,128.91000400000001,6769300
702,2010-03-08,128.300003,130.850006,127.709999,130.110001,130.110001,5605900
703,2010-03-09,129.58999599999999,130.809998,127.970001,128.820007,128.820007,6070800
704,2010-03-10,129.110001,131.169998,128.479996,130.509995,130.509995,5625700
705,2010-03-11,130.449997,133.619995,130.360001,133.580002,133.580002,7240800
706,2010-03-12,134.199997,134.199997,131.179993,131.820007,131.820007,6150800
707,2010-03-15,131.699997,132.0,128.630005,131.130005,131.130005,6329200
708,2010-03-16,131.240005,132.28999299999998,130.5,131.78999299999998,131.78999299999998,4132500
709,2010-03-17,132.41000400000001,132.690002,131.220001,131.33999599999999,131.33999599999999,4358800
710,2010-03-18,131.020004,132.850006,130.440002,132.759995,132.759995,5021300
711,2010-03-19,133.71000700000002,133.71000700000002,129.66000400000001,130.350006,130.350006,8905000
712,2010-03-22,130.199997,130.96000700000002,128.639999,130.470001,130.470001,5383400
713,2010-03-23,130.889999,130.940002,128.070007,129.259995,129.259995,4213100
714,2010-03-24,128.639999,129.399994,127.199997,128.03999299999998,128.03999299999998,4696400
715,2010-03-25,129.139999,136.91000400000001,128.03999299999998,134.729996,134.729996,16209600
716,2010-03-26,134.899994,136.990005,133.759995,135.059998,135.059998,6565700
717,2010-03-29,135.369995,136.630005,134.330002,135.119995,135.119995,4626900
718,2010-03-30,135.740005,138.190002,135.360001,136.580002,136.580002,6192700
719,2010-03-31,136.0,136.800003,134.479996,135.770004,135.770004,4600600
720,2010-04-01,135.800003,136.509995,131.179993,131.809998,131.809998,8785800
721,2010-04-05,132.850006,133.740005,130.779999,131.490005,131.490005,5816500
722,2010-04-06,131.229996,136.0,131.179993,135.559998,135.559998,7950300
723,2010-04-07,135.96000700000002,136.080002,133.860001,134.869995,134.869995,5945400
724,2010-04-08,134.71000700000002,141.25,134.71000700000002,140.96000700000002,140.96000700000002,12689100
725,2010-04-09,140.720001,141.330002,139.070007,140.059998,140.059998,6011100
726,2010-04-12,140.0,142.91000400000001,139.679993,141.199997,141.199997,5445300
727,2010-04-13,141.229996,141.979996,139.119995,140.16000400000001,140.16000400000001,4785500
728,2010-04-14,140.33999599999999,144.5,139.199997,144.279999,144.279999,7900300
729,2010-04-15,144.550003,147.08999599999999,144.0,145.820007,145.820007,7829600
730,2010-04-16,144.880005,147.169998,141.449997,142.169998,142.169998,8396800
731,2010-04-19,142.350006,143.669998,139.130005,142.429993,142.429993,6022000
732,2010-04-20,143.830002,144.639999,142.100006,144.199997,144.199997,4311700
733,2010-04-21,145.169998,149.0,143.520004,146.429993,146.429993,7374400
734,2010-04-22,147.009995,151.08999599999999,145.880005,150.08999599999999,150.08999599999999,15165800
735,2010-04-23,145.380005,149.08999599999999,142.419998,143.630005,143.630005,18975200
736,2010-04-26,143.199997,147.729996,142.899994,147.110001,147.110001,9318300
737,2010-04-27,145.550003,146.440002,141.110001,142.020004,142.020004,8639000
738,2010-04-28,142.58999599999999,142.75,138.690002,139.350006,139.350006,9235300
739,2010-04-29,140.08999599999999,142.449997,139.78999299999998,141.729996,141.729996,6314200
740,2010-04-30,141.399994,141.399994,136.91000400000001,137.100006,137.100006,6113500
741,2010-05-03,137.199997,139.440002,136.110001,137.490005,137.490005,5654600
742,2010-05-04,135.619995,135.809998,128.380005,129.830002,129.830002,12667800
743,2010-05-05,128.0,131.610001,127.550003,130.929993,130.929993,9458100
744,2010-05-06,130.0,132.330002,120.599998,128.71000700000002,128.71000700000002,10189000
745,2010-05-07,127.970001,131.179993,123.760002,124.980003,124.980003,11927600
746,2010-05-10,129.729996,132.21000700000002,129.259995,131.28999299999998,131.28999299999998,6806100
747,2010-05-11,129.949997,133.080002,128.470001,130.46000700000002,130.46000700000002,6044100
748,2010-05-12,131.41000400000001,134.130005,129.679993,133.869995,133.869995,5904500
749,2010-05-13,133.929993,136.990005,131.0,131.470001,131.470001,5940200
750,2010-05-14,130.360001,131.0,126.760002,128.529999,128.529999,5277800
751,2010-05-17,128.240005,129.949997,125.800003,128.91000400000001,128.91000400000001,5642200
752,2010-05-18,130.139999,131.25,125.510002,126.279999,126.279999,5256900
753,2010-05-19,125.510002,127.93,123.800003,124.589996,124.589996,6463300
754,2010-05-20,122.639999,125.0,118.779999,119.709999,119.709999,8594400
755,2010-05-21,117.900002,124.970001,117.519997,122.720001,122.720001,7966900
756,2010-05-24,122.57,124.5,120.650002,122.120003,122.120003,4535900
757,2010-05-25,118.540001,125.190002,118.5,124.860001,124.860001,6913400
758,2010-05-26,125.050003,125.790001,122.300003,123.209999,123.209999,6964600
759,2010-05-27,124.980003,126.849998,120.599998,126.699997,126.699997,4747700
760,2010-05-28,126.07,127.599998,124.010002,125.459999,125.459999,3954800
761,2010-06-01,124.970001,126.57,123.019997,123.239998,123.239998,3659500
762,2010-06-02,124.019997,126.43,121.650002,126.309998,126.309998,4764700
763,2010-06-03,126.25,129.149994,124.849998,128.759995,128.759995,5276900
764,2010-06-04,126.33000200000001,128.199997,122.18,122.769997,122.769997,5497700
765,2010-06-07,125.839996,126.610001,121.66999799999999,122.010002,122.010002,6566400
766,2010-06-08,122.0,122.0,115.800003,118.839996,118.839996,11484400
767,2010-06-09,120.309998,121.470001,117.360001,117.910004,117.910004,7369200
768,2010-06-10,120.0,123.5,119.199997,123.209999,123.209999,6061800
769,2010-06-11,121.389999,123.529999,120.290001,123.029999,123.029999,4204600
770,2010-06-14,124.239998,125.699997,123.5,123.83000200000001,123.83000200000001,3923000
771,2010-06-15,123.199997,126.91999799999999,122.5,126.839996,126.839996,4541000
772,2010-06-16,125.389999,127.980003,125.360001,126.900002,126.900002,3964300
773,2010-06-17,126.739998,127.800003,124.690002,125.889999,125.889999,3479000
774,2010-06-18,126.480003,127.480003,125.07,125.83000200000001,125.83000200000001,3836000
775,2010-06-21,126.790001,127.480003,121.410004,122.550003,122.550003,5327700
776,2010-06-22,122.650002,125.230003,121.550003,122.309998,122.309998,6207200
777,2010-06-23,122.110001,123.220001,120.040001,121.449997,121.449997,5455100
778,2010-06-24,120.610001,120.849998,116.800003,118.33000200000001,118.33000200000001,7771100
779,2010-06-25,118.139999,121.760002,117.629997,121.0,121.0,5769700
780,2010-06-28,118.849998,120.040001,117.099998,117.800003,117.800003,5612200
781,2010-06-29,116.260002,116.480003,106.010002,108.610001,108.610001,12866300
782,2010-06-30,108.58000200000001,112.68,108.110001,109.260002,109.260002,9740700
783,2010-07-01,108.900002,111.690002,106.699997,110.959999,110.959999,8529800
784,2010-07-02,110.91999799999999,111.290001,108.559998,109.139999,109.139999,4477100
785,2010-07-06,110.650002,112.529999,109.0,110.059998,110.059998,5219300
786,2010-07-07,109.839996,113.629997,109.809998,113.43,113.43,4941000
787,2010-07-08,115.019997,117.480003,114.07,116.220001,116.220001,6775000
788,2010-07-09,116.550003,117.400002,114.650002,117.260002,117.260002,4065100
789,2010-07-12,117.809998,119.699997,117.32,119.510002,119.510002,4783600
790,2010-07-13,120.690002,124.879997,120.300003,123.650002,123.650002,7091100
791,2010-07-14,123.029999,123.75,121.470001,123.300003,123.300003,5257000
792,2010-07-15,120.129997,122.480003,119.260002,122.059998,122.059998,6047700
793,2010-07-16,121.279999,121.91999799999999,118.010002,118.489998,118.489998,6227900
794,2010-07-19,118.379997,120.739998,117.0,119.940002,119.940002,5030900
795,2010-07-20,120.610001,120.709999,117.510002,120.099998,120.099998,6785000
796,2010-07-21,120.620003,121.25,117.260002,117.43,117.43,5011700
797,2010-07-22,118.709999,120.870003,118.019997,120.07,120.07,15003400
798,2010-07-23,105.93,119.279999,105.800003,118.870003,118.870003,42421100
799,2010-07-26,118.260002,118.599998,114.879997,118.400002,118.400002,11137800
800,2010-07-27,118.43,118.5,115.07,117.129997,117.129997,7796100
801,2010-07-28,117.0,118.199997,116.400002,117.129997,117.129997,5472300
802,2010-07-29,117.989998,118.870003,115.519997,116.860001,116.860001,6175800
803,2010-07-30,115.529999,118.739998,114.510002,117.889999,117.889999,7077500
804,2010-08-02,119.150002,120.379997,117.57,120.07,120.07,5443700
805,2010-08-03,120.0,122.870003,119.68,122.41999799999999,122.41999799999999,5953800
806,2010-08-04,123.059998,128.470001,123.0,127.58000200000001,127.58000200000001,9270800
807,2010-08-05,126.769997,128.0,125.82,127.83000200000001,127.83000200000001,4282300
808,2010-08-06,126.720001,128.399994,125.900002,128.320007,128.320007,5065200
809,2010-08-09,128.46000700000002,129.929993,127.849998,128.830002,128.830002,5085800
810,2010-08-10,127.949997,130.0,127.379997,130.0,130.0,5706900
811,2010-08-11,128.100006,128.119995,125.199997,125.889999,125.889999,5541700
812,2010-08-12,123.760002,127.0,123.550003,126.559998,126.559998,4367900
813,2010-08-13,126.059998,127.480003,124.260002,124.690002,124.690002,3976600
814,2010-08-16,123.610001,127.370003,123.040001,126.07,126.07,4024700
815,2010-08-17,127.339996,129.979996,126.790001,128.860001,128.860001,5044700
816,2010-08-18,129.25,130.809998,128.259995,129.649994,129.649994,7901500
817,2010-08-19,129.220001,130.020004,126.82,127.57,127.57,5582500
818,2010-08-20,127.199997,128.03999299999998,126.019997,127.760002,127.760002,4170100
819,2010-08-23,127.860001,129.220001,126.5,126.599998,126.599998,3861300
820,2010-08-24,125.410004,125.440002,123.18,124.529999,124.529999,5369700
821,2010-08-25,123.849998,127.370003,123.83000200000001,126.849998,126.849998,5344500
822,2010-08-26,127.150002,127.589996,124.82,124.860001,124.860001,4694500
823,2010-08-27,125.459999,126.639999,122.25,126.639999,126.639999,5080000
824,2010-08-30,126.029999,126.949997,123.690002,123.790001,123.790001,3426000
825,2010-08-31,122.849998,125.900002,122.5,124.83000200000001,124.83000200000001,4225600
826,2010-09-01,126.360001,132.600006,126.16999799999999,132.490005,132.490005,7138300
827,2010-09-02,132.169998,135.21000700000002,132.050003,135.21000700000002,135.21000700000002,5407400
828,2010-09-03,136.889999,139.5,136.630005,138.78999299999998,138.78999299999998,6581200
829,2010-09-07,137.559998,138.600006,136.889999,137.220001,137.220001,3883000
830,2010-09-08,137.929993,139.699997,136.449997,139.139999,139.139999,5828500
831,2010-09-09,140.389999,141.369995,139.259995,140.380005,140.380005,4958000
832,2010-09-10,140.75,142.600006,140.03999299999998,142.440002,142.440002,5043600
833,2010-09-13,144.070007,145.740005,143.759995,145.070007,145.070007,5077400
834,2010-09-14,144.5,146.699997,143.830002,145.75,145.75,4319400
835,2010-09-15,144.880005,145.619995,143.559998,145.449997,145.449997,4903600
836,2010-09-16,145.399994,148.229996,145.16000400000001,148.130005,148.130005,5827000
837,2010-09-17,148.899994,148.979996,146.5,148.320007,148.320007,7259600
838,2010-09-20,148.699997,151.949997,147.350006,151.300003,151.300003,6449400
839,2010-09-21,150.759995,153.309998,149.600006,150.729996,150.729996,7542000
840,2010-09-22,149.83999599999999,152.699997,149.100006,151.830002,151.830002,6612400
841,2010-09-23,151.199997,155.919998,150.970001,152.850006,152.850006,7065600
842,2010-09-24,155.429993,160.889999,155.419998,160.729996,160.729996,10590600
843,2010-09-27,160.220001,161.199997,157.880005,159.369995,159.369995,6446300
844,2010-09-28,159.83999599999999,160.880005,154.889999,159.699997,159.699997,8494200
845,2010-09-29,159.029999,161.779999,157.75,158.990005,158.990005,7287500
846,2010-09-30,160.009995,160.929993,155.600006,157.059998,157.059998,7606000
847,2010-10-01,157.080002,157.440002,152.199997,153.71000700000002,153.71000700000002,8683400
848,2010-10-04,153.949997,155.96000700000002,152.78999299999998,155.389999,155.389999,5346500
849,2010-10-05,157.080002,161.21000700000002,157.009995,160.869995,160.869995,5620000
850,2010-10-06,160.600006,160.679993,154.600006,155.399994,155.399994,6060800
851,2010-10-07,156.509995,157.399994,153.389999,156.270004,156.270004,4622000
852,2010-10-08,155.179993,156.279999,152.779999,155.550003,155.550003,6918400
853,2010-10-11,154.889999,156.630005,152.33999599999999,153.029999,153.029999,4486400
854,2010-10-12,152.509995,156.949997,151.399994,156.479996,156.479996,5280800
855,2010-10-13,156.690002,156.78999299999998,153.850006,155.169998,155.169998,5632800
856,2010-10-14,155.16000400000001,156.949997,154.229996,155.529999,155.529999,4024100
857,2010-10-15,158.419998,164.880005,156.75,164.639999,164.639999,10135500
858,2010-10-18,165.0,165.190002,161.820007,163.559998,163.559998,6331300
859,2010-10-19,160.679993,162.800003,157.0,158.669998,158.669998,7525000
860,2010-10-20,158.779999,159.869995,156.570007,158.669998,158.669998,5790400
861,2010-10-21,162.669998,166.130005,161.28999299999998,164.970001,164.970001,13482500
862,2010-10-22,162.449997,170.169998,162.270004,169.130005,169.130005,16318400
863,2010-10-25,171.570007,171.990005,168.320007,169.0,169.0,6530900
864,2010-10-26,167.570007,171.0,167.5,169.949997,169.949997,4689600
865,2010-10-27,168.91000400000001,169.75,166.53999299999998,167.509995,167.509995,5721800
866,2010-10-28,168.309998,168.490005,165.050003,166.83999599999999,166.83999599999999,4684400
867,2010-10-29,165.800003,168.5,164.809998,165.229996,165.229996,4998500
868,2010-11-01,164.449997,164.580002,161.520004,162.580002,162.580002,5239900
869,2010-11-02,163.75,165.940002,163.360001,164.610001,164.610001,4260000
870,2010-11-03,165.399994,168.610001,162.28999299999998,168.470001,168.470001,6112100
871,2010-11-04,169.860001,172.529999,168.399994,168.929993,168.929993,7395900
872,2010-11-05,169.350006,171.649994,168.58999599999999,170.770004,170.770004,5212200
873,2010-11-08,170.83999599999999,173.199997,168.779999,171.990005,171.990005,5706000
874,2010-11-09,172.669998,173.139999,169.059998,170.270004,170.270004,3978600
875,2010-11-10,170.58999599999999,173.369995,169.41000400000001,173.330002,173.330002,5440300
876,2010-11-11,171.0,172.050003,169.419998,170.369995,170.369995,5691700
877,2010-11-12,170.119995,171.259995,165.050003,165.679993,165.679993,7160600
878,2010-11-15,165.16000400000001,165.350006,158.559998,158.899994,158.899994,9648600
879,2010-11-16,158.740005,160.91000400000001,156.770004,157.779999,157.779999,6571400
880,2010-11-17,157.83999599999999,160.850006,157.550003,158.350006,158.350006,4524900
881,2010-11-18,160.740005,165.0,160.740005,164.169998,164.169998,6225300
882,2010-11-19,163.949997,164.990005,162.83999599999999,164.820007,164.820007,4464800
883,2010-11-22,165.100006,170.600006,165.0,170.389999,170.389999,6142500
884,2010-11-23,168.610001,168.809998,164.619995,168.199997,168.199997,6465300
885,2010-11-24,171.529999,177.889999,171.529999,177.25,177.25,10042500
886,2010-11-26,177.360001,178.380005,176.16000400000001,177.199997,177.199997,4271600
887,2010-11-29,179.990005,181.83999599999999,177.570007,179.490005,179.490005,9695000
888,2010-11-30,176.949997,177.699997,174.899994,175.399994,175.399994,6762200
889,2010-12-01,179.16000400000001,179.320007,176.0,176.550003,176.550003,5770100
890,2010-12-02,176.860001,177.449997,173.919998,176.529999,176.529999,5537600
891,2010-12-03,175.5,176.399994,174.050003,175.679993,175.679993,4907500
892,2010-12-06,175.520004,178.429993,174.600006,178.050003,178.050003,5654200
893,2010-12-07,180.5,181.470001,176.570007,176.770004,176.770004,5077100
894,2010-12-08,177.490005,178.16000400000001,175.199997,176.28999299999998,176.28999299999998,3726900
895,2010-12-09,177.770004,178.110001,173.800003,174.850006,174.850006,4555500
896,2010-12-10,174.880005,175.949997,173.360001,175.619995,175.619995,3565500
897,2010-12-13,176.330002,177.940002,173.729996,174.25,174.25,4202500
898,2010-12-14,174.279999,175.759995,173.08999599999999,173.940002,173.940002,3685300
899,2010-12-15,173.720001,179.0,173.58999599999999,175.570007,175.570007,5810500
900,2010-12-16,175.580002,178.300003,175.03999299999998,178.03999299999998,178.03999299999998,4121500
901,2010-12-17,178.41000400000001,178.75,177.020004,177.580002,177.580002,4507300
902,2010-12-20,179.270004,183.979996,178.03999299999998,183.28999299999998,183.28999299999998,8735300
903,2010-12-21,183.880005,185.649994,182.600006,184.75,184.75,5111000
904,2010-12-22,185.0,185.449997,184.110001,184.759995,184.759995,2578100
905,2010-12-23,184.33999599999999,184.979996,181.889999,182.58999599999999,182.58999599999999,3358200
906,2010-12-27,181.899994,183.139999,180.449997,182.139999,182.139999,2249400
907,2010-12-28,182.100006,182.770004,181.050003,181.08999599999999,181.08999599999999,1975000
908,2010-12-29,181.800003,184.350006,180.41000400000001,183.369995,183.369995,3120100
909,2010-12-30,183.919998,184.550003,182.75,182.75,182.75,1961200
910,2010-12-31,181.96000700000002,182.300003,179.509995,180.0,180.0,3451900
911,2011-01-03,181.369995,186.0,181.21000700000002,184.220001,184.220001,5331400
912,2011-01-04,186.149994,187.699997,183.779999,185.009995,185.009995,5031800
913,2011-01-05,184.100006,187.449997,184.070007,187.419998,187.419998,3418800
914,2011-01-06,186.5,187.41000400000001,185.25,185.860001,185.860001,3179700
915,2011-01-07,187.880005,188.449997,183.740005,185.490005,185.490005,5221700
916,2011-01-10,185.03999299999998,185.28999299999998,182.509995,184.679993,184.679993,3375900
917,2011-01-11,185.419998,186.0,183.21000700000002,184.33999599999999,184.33999599999999,2814200
918,2011-01-12,185.360001,185.380005,183.300003,184.080002,184.080002,2679100
919,2011-01-13,183.600006,186.449997,183.509995,185.529999,185.529999,3367000
920,2011-01-14,185.5,188.940002,184.919998,188.75,188.75,3662800
921,2011-01-18,188.66000400000001,191.600006,188.25,191.25,191.25,3896200
922,2011-01-19,190.899994,191.0,186.21000700000002,186.869995,186.869995,3882400
923,2011-01-20,185.28999299999998,186.850006,181.0,181.96000700000002,181.96000700000002,5709900
924,2011-01-21,183.0,183.25,176.83999599999999,177.419998,177.419998,6806200
925,2011-01-24,177.949997,178.490005,174.149994,176.850006,176.850006,5600300
926,2011-01-25,175.5,176.75,174.279999,176.699997,176.699997,4651000
927,2011-01-26,177.509995,177.889999,174.630005,175.389999,175.389999,3762200
928,2011-01-27,177.479996,185.0,177.309998,184.449997,184.449997,14594400
929,2011-01-28,171.449997,173.71000700000002,166.899994,171.139999,171.139999,19908200
930,2011-01-31,170.16000400000001,171.440002,167.41000400000001,169.639999,169.639999,6718100
931,2011-02-01,170.520004,173.100006,169.509995,172.110001,172.110001,5085900
932,2011-02-02,171.419998,175.199997,170.869995,173.529999,173.529999,4547500
933,2011-02-03,173.5,174.669998,171.949997,173.71000700000002,173.71000700000002,3678900
934,2011-02-04,174.0,177.190002,173.75,175.929993,175.929993,4347800
935,2011-02-07,176.149994,177.550003,174.770004,176.429993,176.429993,5254700
936,2011-02-08,176.66000400000001,183.110001,176.58999599999999,183.059998,183.059998,7794900
937,2011-02-09,183.149994,186.470001,182.259995,185.300003,185.300003,8312700
938,2011-02-10,184.389999,187.240005,183.600006,186.21000700000002,186.21000700000002,5331400
939,2011-02-11,185.559998,189.5,185.369995,189.25,189.25,4487900
940,2011-02-14,189.25,191.399994,188.350006,190.419998,190.419998,4061300
941,2011-02-15,188.729996,190.490005,188.25,189.029999,189.029999,3890900
942,2011-02-16,189.770004,190.0,186.350006,186.619995,186.619995,4628200
943,2011-02-17,185.770004,189.08999599999999,185.309998,187.759995,187.759995,3425500
944,2011-02-18,187.53999299999998,188.5,185.130005,186.5,186.5,4178600
945,2011-02-22,183.679993,184.720001,179.320007,180.419998,180.419998,5637100
946,2011-02-23,180.25,181.149994,174.389999,176.679993,176.679993,5482000
947,2011-02-24,176.860001,179.75,174.559998,177.75,177.75,4656500
948,2011-02-25,178.949997,180.75,177.100006,177.240005,177.240005,4191400
949,2011-02-28,173.91000400000001,175.889999,172.149994,173.28999299999998,173.28999299999998,6783200
950,2011-03-01,173.529999,173.96000700000002,168.669998,169.440002,169.440002,5847100
951,2011-03-02,169.08999599999999,173.300003,168.350006,172.020004,172.020004,5185700
952,2011-03-03,173.71000700000002,174.46000700000002,172.050003,172.78999299999998,172.78999299999998,4138200
953,2011-03-04,172.619995,172.75,169.509995,171.669998,171.669998,4924300
954,2011-03-07,171.919998,172.08999599999999,166.240005,169.080002,169.080002,5932900
955,2011-03-08,169.389999,169.71000700000002,166.720001,166.889999,166.889999,4219000
956,2011-03-09,166.669998,169.75,163.899994,169.050003,169.050003,7108900
957,2011-03-10,167.070007,168.470001,164.820007,166.139999,166.139999,5998400
958,2011-03-11,165.5,169.199997,164.119995,168.070007,168.070007,4609900
959,2011-03-14,166.600006,168.080002,164.570007,166.729996,166.729996,4022000
960,2011-03-15,161.389999,166.880005,160.759995,165.080002,165.080002,4934500
961,2011-03-16,164.699997,168.139999,162.869995,164.699997,164.699997,5208100
962,2011-03-17,165.91000400000001,166.300003,160.779999,160.970001,160.970001,6471400
963,2011-03-18,161.190002,163.53999299999998,160.58999599999999,161.820007,161.820007,7442700
964,2011-03-21,163.369995,165.78999299999998,161.720001,164.520004,164.520004,4055100
965,2011-03-22,164.070007,164.440002,162.25,162.600006,162.600006,3611400
966,2011-03-23,162.300003,166.259995,160.820007,165.320007,165.320007,4721300
967,2011-03-24,168.21000700000002,172.0,167.360001,171.100006,171.100006,6283200
968,2011-03-25,171.639999,173.490005,170.300003,170.979996,170.979996,4293800
969,2011-03-28,171.800003,172.5,169.25,169.350006,169.350006,3400800
970,2011-03-29,170.729996,174.83999599999999,170.070007,174.619995,174.619995,4884600
971,2011-03-30,177.779999,181.16000400000001,177.66000400000001,179.419998,179.419998,6859300
972,2011-03-31,179.309998,181.570007,178.5,180.130005,180.130005,4826500
973,2011-04-01,181.580002,183.25,178.58999599999999,180.130005,180.130005,5684100
974,2011-04-04,180.889999,183.610001,180.690002,182.940002,182.940002,4186400
975,2011-04-05,182.100006,186.360001,181.800003,185.28999299999998,185.28999299999998,5569200
976,2011-04-06,186.149994,188.270004,181.119995,182.759995,182.759995,5430700
977,2011-04-07,182.779999,185.169998,181.759995,184.91000400000001,184.91000400000001,4564000
978,2011-04-08,185.259995,186.220001,182.779999,184.71000700000002,184.71000700000002,3726400
